customer_id,first_name,last_name,birth_date,age,gender,address,city,province,postal_code,country,phone,email,employer,employment_status,annual_income,segment,kyc_level,risk_rating,customer_since,is_active,created_at
PMLA-C000827-SYN,Susan,Rodriguez,1953-10-09,72,Male,266 Pine Boulevard,Calgary,AB,T7A 2W8,Canada,+1-437-496-2507,susanrodriguez@fastmail.com,Bell Canada,Employed,78286.05,RETAIL,ENHANCED,LOW,2017-01-26,True,2026-01-10 21:04:43
PMLA-C000828-SYN,Richard,Walker,1951-06-10,74,Female,1306 Oak Crescent,Windsor,ON,N4Z 1R1,Canada,+1-514-373-5087,richardwalker@yahoo.ca,RBC,Employed,77703.84,RETAIL,STANDARD,LOW,2008-04-27,True,2026-01-10 21:04:43
PMLA-C000829-SYN,Ling,Tremblay,1975-11-25,50,Prefer not to say,2876 Bay Crescent,Windsor,ON,N4C 0G5,Canada,+1-514-698-2065,ling.tremblay91@icloud.com,Loblaws,Employed,67376.43,RETAIL,ENHANCED,LOW,2004-10-02,True,2026-01-10 21:04:43
PMLA-C000830-SYN,Ava,Gauthier,1983-10-27,42,Female,6585 Park Lane,Guelph,ON,N5W 4G2,Canada,+1-825-853-2415,avagauthier@protonmail.com,CAE,Self-employed,25364.81,RETAIL,BASIC,LOW,2013-03-10,True,2026-01-10 21:04:43
PMLA-C000831-SYN,  Sarah  ,Davis,1964-12-17,61,Female,6898 Elm Boulevard,Guelph,ON,N0W 7E0,Canada,+1-416-853-7747,sarah_davis@gmail.com,CAE,Employed,27354.77,RETAIL,STANDARD,LOW,2015-10-02,True,2026-01-10 21:04:43
PMLA-C000832-SYN,David,Rodriguez,1965-07-30,60,Male,2868 John Road,Moncton,NB,E4A 8L7,Canada,+1-438-359-9618,drodriguez@icloud.com,,Employed,,SMALL_BUSINESS,BASIC,MEDIUM,2005-03-12,True,2026-01-10 21:04:43
PMLA-C000833-SYN,Sophia,Davis,1967-02-04,58,Male,5152 Park Lane,Calgary,AB,T7G 2W9,Canada,+1-289-207-8154,sophia.davis@mail.com,Microsoft Canada,Unemployed,47087.5,RETAIL,STANDARD,MEDIUM,2001-01-23,True,2026-01-10 21:04:43
PMLA-C000834-SYN,Fatima,Gagnon,1974-07-22,51,Male,5455 Bay Road,Calgary,AB,T8E 4M7,Canada,+1-587-665-5715,fatimagagnon@gmail.com,Enbridge,Employed,54000.38,RETAIL,STANDARD,HIGH,2001-02-12,True,2026-01-10 21:04:43
PMLA-C000835-SYN,Luc,Martin,1997-07-02,28,Female,1595 Lake Crescent,Quebec City,QC,G4K 6Z9,Canada,+1-416-526-6438,lmartin@mail.com,Loblaws,Employed,81245.26,RETAIL,STANDARD,MEDIUM,2018-10-19,True,2026-01-10 21:04:43
PMLA-C000836-SYN,Raj,Brown,1971-09-28,54,Male,9958 Front Way,Windsor,ON,N0R 1B6,Canada,+1-438-630-8531,rajbrown@fastmail.com,Loblaws,Employed,,RETAIL,BASIC,LOW,2009-12-27,True,2026-01-10 21:04:43
PMLA-C000837-SYN,Robert,Bouchard,1997-09-24,28,Male,5861 Lake Street,Barrie,ON,L8L 3V6,Canada,+1-365-855-7517,rbouchard@icloud.com,Amazon Canada,Retired,53275.24,RETAIL,BASIC,LOW,2009-07-15,True,2026-01-10 21:04:43
PMLA-C000838-SYN,John,Roy,1952-03-06,73,Male,1813 Spadina Lane,Toronto,ON,M5K 6Z1,Canada,+1-438-747-6538,john.roy41@icloud.com,IBM Canada,Student,94459.77,RETAIL,BASIC,LOW,2020-04-13,True,2026-01-10 21:04:43
PMLA-C000839-SYN,Joseph,Martinez,2000-09-04,25,Female,4770 Queen Road,Winnipeg,MB,R3C 5X2,Canada,+1-343-596-4708,jmartinez@gmail.com,CIBC,Employed,57184.47,RETAIL,BASIC,LOW,2006-03-24,True,2026-01-10 21:04:43
PMLA-C000840-SYN,Karen,Garcia,1981-07-16,44,Female,2898 Cedar Lane,Toronto,ON,M3Y 2R6,Canada,+1-604-686-1081,karengarcia@hotmail.com,CAE,Employed,99012.6,RETAIL,STANDARD,MEDIUM,2016-01-27,False,2026-01-10 21:04:43
PMLA-C000841-SYN,John,Li,1953-07-18,72,Male,9445 Lake Drive,Edmonton,AB,T3P 9K7,Canada,+1-613-286-2012,john.li@gmail.com,IBM Canada,Employed,43064.05,RETAIL,STANDARD,MEDIUM,2022-01-29,True,2026-01-10 21:04:43
PMLA-C000842-SYN,Lisa,Morin,1998-10-21,27,Female,9493 Dundas Road,Whitehorse,YT,Y3A 4P3,Canada,+1-289-960-4839,lisa.morin11@fastmail.com,Microsoft Canada,Self-employed,40578.41,RETAIL,BASIC,LOW,2005-04-21,True,2026-01-10 21:04:43
PMLA-C000843-SYN,Richard,Hall,1954-05-15,71,Female,8175 Victoria Way,Halifax,NS,B6N 0P2,Canada,+1-613-863-7849,richardhall@gmail.com,Desjardins,Employed,62482.38,RETAIL,STANDARD,MEDIUM,2002-09-07,True,2026-01-10 21:04:43
PMLA-C000844-SYN,Robert,Davis,1980-01-23,45,Female,7239 Main Way,Quebec City,QC,G7S 3N3,Canada,+1-289-354-4250,robert.davis88@yahoo.ca,IBM Canada,Employed,36827.31,SMALL_BUSINESS,STANDARD,LOW,2009-11-24,True,2026-01-10 21:04:43
PMLA-C000845-SYN,Jennifer,Gagnon,1958-08-29,67,Male,657 Main Drive,Montreal,QC,H7N 3Y8,Canada,+1-289-449-2198,jennifergagnon@icloud.com,Suncor,Self-employed,37590.86,RETAIL,STANDARD,HIGH,2011-07-26,True,2026-01-10 21:04:43
PMLA-C000846-SYN,Ling,Taylor,1989-08-01,36,Female,5585 Park Road,Moncton,NB,E0E 1L0,Canada,+1-403-561-3681,ling.taylor90@protonmail.com,City of Toronto,Employed,33611.48,PREMIUM,BASIC,MEDIUM,2011-03-02,True,2026-01-10 21:04:43
PMLA-C000847-SYN,Noah,Wang,1973-03-04,52,Male,7689 Victoria Boulevard,Halifax,NS,B8T 8M9,Canada,+1-587-363-3698,noah_wang@icloud.com,BMO,Employed,45005.2,RETAIL,STANDARD,LOW,2014-12-22,True,2026-01-10 21:04:43
PMLA-C000848-SYN,Noah,Brown,1982-11-01,43,Female,6847 College Crescent,Edmonton,AB,T2Z 3N0,Canada,+1-825-798-4530,nbrown@hotmail.com,,Employed,123165.61,PREMIUM,BASIC,MEDIUM,2013-02-16,True,2026-01-10 21:04:43
PMLA-C000849-SYN,Ling,Smith,1970-09-27,55,Other,9294 Albert Road,Saskatoon,SK,S5E 8M0,Canada,+1-825-224-4335,ling_smith@hotmail.com,,Employed,32748.93,RETAIL,STANDARD,LOW,2002-07-08,True,2026-01-10 21:04:43
PMLA-C000850-SYN,Sophia,Roy,1973-05-30,52,Female,8000 Church Crescent,Charlottetown,PE,C0R 3S3,Canada,+1-289-732-7985,sophia.roy@yahoo.ca,,Employed,72517.12,RETAIL,BASIC,LOW,2011-05-10,True,2026-01-10 21:04:43
PMLA-C000851-SYN,Susan,Thomas,1964-01-25,62,Male,9442 Church Street,Barrie,ON,L8H 8Z6,Canada,+1-613-941-2405,susanthomas@protonmail.com,,Employed,55718.01,RETAIL,ENHANCED,LOW,2016-08-13,True,2026-01-10 21:04:43
PMLA-C000852-SYN,Raj,Brown,1955-03-16,70,Male,6056 Bay Avenue,Hamilton,ON,L9J 5B0,Canada,+1-437-310-6436,raj.brown38@yahoo.ca,Google Canada,Self-employed,63948.27,RETAIL,ENHANCED,MEDIUM,2001-08-08,True,2026-01-10 21:04:43
PMLA-C000853-SYN,Robert,Brown,1970-04-15,55,Male,5711 Church Way,Guelph,ON,N8N 1J5,Canada,+1-604-734-2688,robert_brown@outlook.com,University of Toronto,Employed,24541.17,RETAIL,ENHANCED,LOW,2014-04-03,True,2026-01-10 21:04:43
PMLA-C000854-SYN,Linda,Wong,1985-06-11,40,Male,9965 Oak Road,Saskatoon,SK,S7E 6Z8,Canada,+1-604-695-2684,linda.wong@yahoo.ca,Government of Canada,Employed,54790.48,PREMIUM,STANDARD,LOW,2023-05-21,True,2026-01-10 21:04:43
PMLA-C000855-SYN,David,Li,1950-11-22,75,Male,5257 Main Lane,Winnipeg,MB,R8J 5J4,Canada,+1-450-859-9832,david_li@mail.com,University of Toronto,Self-employed,68517.95,RETAIL,BASIC,LOW,2006-05-15,True,2026-01-10 21:04:43
PMLA-C000856-SYN,Isabelle,Gauthier,1995-03-15,30,Female,8838 Hill Way,Charlottetown,PE,C6X 7Z3,Canada,+1-416-995-4316,isabellegauthier@mail.com,University of Toronto,Employed,42765.12,SMALL_BUSINESS,BASIC,LOW,2016-08-22,True,2026-01-10 21:04:43
PMLA-C000857-SYN,Patricia,Wilson,1973-09-14,52,Female,4913 Victoria Avenue,Charlottetown,PE,C3A 8T3,Canada,+1-416-748-8731,patricia.wilson@fastmail.com,Telus,Employed,28184.89,RETAIL,STANDARD,MEDIUM,2005-03-14,True,2026-01-10 21:04:43
PMLA-C000858-SYN,Charles,Rodriguez,1973-08-16,52,Female,8257 Church Drive,St. John's,NL,A0Z 0A7,Canada,+1-437-349-2199,charlesrodriguez@icloud.com,Bell Canada,Self-employed,33525.32,PREMIUM,STANDARD,LOW,2021-01-24,True,2026-01-10 21:04:43
PMLA-C000859-SYN,Sophia,Singh,1955-10-18,70,Female,7779 Cedar Way,Sherbrooke,QC,J5Z 6P6,Canada,+1-403-988-8458,ssingh@gmail.com,Bombardier,Self-employed,35609.66,RETAIL,BASIC,MEDIUM,2006-10-31,True,2026-01-10 21:04:43
PMLA-C000860-SYN,William,Chen,1977-09-14,48,Male,3282 College Road,Kitchener,ON,N2C 9C4,Canada,+1-778-838-1217,william.chen@mail.com,Amazon Canada,Self-employed,68738.81,SMALL_BUSINESS,STANDARD,LOW,2014-09-30,False,2026-01-10 21:04:43
PMLA-C000861-SYN,Michael,Williams,1951-03-19,74,Female,2481 Victoria Street,Charlottetown,PE,C0W 0G6,Canada,+1-450-773-4423,mwilliams@fastmail.com,Suncor,Employed,72366.64,RETAIL,STANDARD,LOW,2022-01-25,True,2026-01-10 21:04:43
PMLA-C000862-SYN,Barbara,Miller,1970-06-14,55,Male,1496 Hill Way,Sherbrooke,QC,J3W 6R4,Canada,+1-778-359-1375,barbara.miller@fastmail.com,CN Rail,Employed,64770.1,RETAIL,STANDARD,MEDIUM,2007-06-20,True,2026-01-10 21:04:43
PMLA-C000863-SYN,liam,Rodriguez,1971-01-10,55,Female,2315 Main Way,Regina,SK,S0C 4R0,Canada,+1-438-288-1394,lrodriguez@icloud.com,CIBC,Employed,37564.81,SMALL_BUSINESS,BASIC,LOW,2009-01-02,True,2026-01-10 21:04:43
PMLA-C000864-SYN,Patricia,Brown,1948-05-20,77,Female,9752 Wellington Drive,Montreal,QC,H1X 7W1,Canada,+1-416-517-9711,patriciabrown@outlook.com,Rogers,Employed,54881.17,SMALL_BUSINESS,BASIC,LOW,2009-11-23,True,2026-01-10 21:04:43
PMLA-C000865-SYN,François,Garcia,1966-10-02,59,Male,8746 Yonge Street,Windsor,ON,N8C 2G6,Canada,+1-343-268-6714,françois_garcia@icloud.com,CP Rail,Unemployed,77075.38,PRIVATE,ENHANCED,LOW,2015-08-25,True,2026-01-10 21:04:43
PMLA-C000866-SYN,Noah,Jackson,1945-10-02,80,Male,3323 Dundas Crescent,Winnipeg,MB,R9W 4G1,Canada,+1-905-964-6053,noah.jackson18@outlook.com,City of Toronto,Self-employed,41873.69,RETAIL,ENHANCED,LOW,2021-06-22,True,2026-01-10 21:04:43
PMLA-C000867-SYN,Liam,White,1993-09-08,32,Male,3870 Victoria Lane,Edmonton,AB,T0C 6H7,Canada,+1-403-376-3603,liam.white24@protonmail.com,Google Canada,Retired,59395.56,RETAIL,STANDARD,HIGH,2014-07-28,True,2026-01-10 21:04:43
PMLA-C000868-SYN,Olivia,Walker,2005-08-24,20,Female,9982 Main Crescent,Barrie,ON,L4Y 9K5,Canada,+1-905-338-6299,olivia_walker@fastmail.com,CIBC,Employed,78035.12,RETAIL,ENHANCED,HIGH,2016-07-26,True,2026-01-10 21:04:43
PMLA-C000869-SYN,Mary,Côté,1947-08-19,78,Female,4767 Cedar Crescent,Barrie,ON,L1R 5V8,Canada,+1-604-785-2146,mary_côté@mail.com,Loblaws,Retired,42492.72,PREMIUM,STANDARD,LOW,2002-07-07,True,2026-01-10 21:04:43
PMLA-C000870-SYN,John,Smith,1999-02-21,26,Male,2965 James Crescent,Halifax,NS,B8V 5T0,Canada,+1-778-857-1272,john_smith@outlook.com,,Employed,60030.3,SMALL_BUSINESS,STANDARD,LOW,2001-01-11,True,2026-01-10 21:04:43
PMLA-C000871-SYN,Ahmed,Morin,1958-05-23,67,Male,3098 Victoria Drive,Guelph,ON,N1X 0R2,Canada,+1-647-213-9167,ahmedmorin@gmail.com,Rogers,Retired,61388.03,RETAIL,ENHANCED,LOW,2010-09-24,True,2026-01-10 21:04:43
PMLA-C000872-SYN,Emma,Gagnon,1947-03-27,78,Male,1508 Front Boulevard,Whitehorse,YT,Y4R 9P6,Canada,+1-613-461-1814,emma.gagnon93@fastmail.com,Loblaws,Employed,42341.66,SMALL_BUSINESS,BASIC,MEDIUM,2018-10-15,True,2026-01-10 21:04:43
PMLA-C000873-SYN,Richard,Roy,1990-06-16,35,Male,3747 Bloor Lane,St. John's,NL,A8S 2S7,Canada,+1-604-644-7416,richard_roy@mail.com,TD Bank,Retired,46670.28,RETAIL,STANDARD,MEDIUM,2010-12-06,True,2026-01-10 21:04:43
PMLA-C000874-SYN,Marie,Hall,1995-04-27,30,Female,4126 River Drive,Guelph,ON,N6Z 5X0,Canada,+1-450-224-6006,marie.hall@mail.com,RBC,Employed,44274.7,PREMIUM,BASIC,LOW,2007-09-22,True,2026-01-10 21:04:43
PMLA-C000875-SYN,Richard,Clark,1949-02-05,76,Male,8029 Pine Lane,Sherbrooke,QC,J4P 0K8,Canada,+1-416-264-7909,rclark@mail.com,RBC,Self-employed,57910.76,RETAIL,STANDARD,HIGH,2004-03-23,True,2026-01-10 21:04:43
PMLA-C000876-SYN,Joseph,Jones,1957-06-30,68,Female,3810 Lake Crescent,Victoria,BC,V9N 3C1,Canada,+1-905-345-4915,jjones@gmail.com,Desjardins,Employed,46826.68,RETAIL,ENHANCED,LOW,2008-03-20,True,2026-01-10 21:04:43
PMLA-C000877-SYN,Linda,Brown,1991-12-22,34,Male,3153 John Lane,Halifax,NS,B5M 5C4,Canada,+1-587-241-2324,lindabrown@mail.com,,Employed,18401.41,RETAIL,STANDARD,MEDIUM,2001-05-27,True,2026-01-10 21:04:43
PMLA-C000878-SYN,William,Lee,1961-09-24,64,Male,7466 Park Drive,Windsor,ON,N7L 6E2,Canada,+1-437-883-6201,wlee@protonmail.com,CAE,Retired,28374.26,RETAIL,STANDARD,LOW,2023-08-01,True,2026-01-10 21:04:43
PMLA-C000879-SYN,Sophiе,Wang,1959-05-03,66,Male,3835 Maple Way,Guelph,ON,N3A 3Z9,Canada,+1-438-275-8140,sophie.wang96@gmail.com,RBC,Self-employed,89261.18,PREMIUM,BASIC,MEDIUM,2018-10-14,True,2026-01-10 21:04:43
PMLA-C000880-SYN,Michael,Anderson,1964-04-26,61,Male,8701 John Street,Moncton,NB,E4W 5C4,Canada,+1-289-258-3379,michael_anderson@outlook.com,Loblaws,Employed,60583.87,RETAIL,BASIC,LOW,2016-03-24,True,2026-01-10 21:04:43
PMLA-C000881-SYN,Jean,Kim,1961-07-31,64,Male,5427 River Street,Saskatoon,SK,S4L 3C8,Canada,+1-604-862-5901,jean.kim32@mail.com,Scotiabank,Student,121719.12,RETAIL,STANDARD,MEDIUM,2004-10-22,True,2026-01-10 21:04:43
PMLA-C000882-SYN,Elizabeth,Lewis,1955-04-17,70,Female,9912 Pine Way,Windsor,ON,N5C 7J2,Canada,+1-343-314-8001,elizabeth_lewis@yahoo.ca,Bombardier,Employed,55303.47,RETAIL,BASIC,LOW,2003-05-22,True,2026-01-10 21:04:43
PMLA-C000883-SYN,Susan,Kim,1984-01-15,42,Male,441 Queen Road,Saskatoon,SK,S9W 7V0,Canada,+1-825-858-5784,susan_kim@yahoo.ca,Shopify,Employed,35659.66,SMALL_BUSINESS,STANDARD,LOW,2022-03-05,True,2026-01-10 21:04:43
PMLA-C000884-SYN,Susan,Bouchard,2002-03-27,23,Male,9740 King Way,Vancouver,BC,V7R 0K0,Canada,+1-236-208-4370,susan.bouchard35@fastmail.com,Bell Canada,Employed,63094.94,RETAIL,STANDARD,LOW,2010-12-04,True,2026-01-10 21:04:43
PMLA-C000885-SYN,William,Patel,1960-06-24,65,Female,5138 Cedar Drive,Moncton,NB,E3L 6B1,Canada,+1-514-363-3439,william.patel@outlook.com,Microsoft Canada,Employed,94321.08,RETAIL,STANDARD,LOW,2005-06-14,True,2026-01-10 21:04:43
PMLA-C000886-SYN,Marie,Moore,1982-04-06,43,Male,9263 Bloor Avenue,Guelph,ON,N7K 6Z0,Canada,+1-825-967-9360,mmoore@fastmail.com,Desjardins,Employed,,RETAIL,BASIC,MEDIUM,2002-04-05,True,2026-01-10 21:04:43
PMLA-C000887-SYN,Luc,Davis,1983-11-29,42,Female,452 Front Lane,Toronto,ON,M1H 3T0,Canada,+1-343-580-2325,luc.davis@yahoo.ca,Enbridge,Employed,36421.54,RETAIL,STANDARD,LOW,2005-02-25,True,2026-01-10 21:04:43
PMLA-C000888-SYN,François,Wong,1952-01-09,74,Male,1906 College Way,Saskatoon,SK,S2S 3Y5,Canada,+1-403-309-3203,françois.wong95@protonmail.com,University of Toronto,Employed,39468.95,RETAIL,BASIC,MEDIUM,2023-07-16,True,2026-01-10 21:04:43
PMLA-C000889-SYN,John,Wilson,1957-07-17,68,Female,4730 Bloor Way,Kitchener,ON,N1M 4R6,Canada,+1-365-706-7951,johnwilson@gmail.com,CN Rail,Employed,45266.39,RETAIL,STANDARD,LOW,2008-04-28,True,2026-01-10 21:04:43
PMLA-C000890-SYN,Linda,Walker,1980-08-06,45,Female,3395 Victoria Boulevard,Quebec City,QC,G7A 4R5,Canada,+1-403-751-7348,linda_walker@fastmail.com,Shopify,Employed,38416.26,SMALL_BUSINESS,ENHANCED,LOW,2010-03-08,True,2026-01-10 21:04:43
PMLA-C000891-SYN,Daniel,Clark,1961-04-02,64,Male,9730 Cedar Road,Montreal,QC,H7B 6N9,Canada,+1-778-486-2055,dclark@gmail.com,CN Rail,Employed,51260.71,RETAIL,BASIC,LOW,2008-08-21,False,2026-01-10 21:04:43
PMLA-C000892-SYN,Linda,Patel,1997-05-04,28,Female,876 George Lane,Barrie,ON,L7W 9W4,Canada,+1-613-491-8353,linda_patel@gmail.com,CIBC,Employed,13433.27,SMALL_BUSINESS,ENHANCED,LOW,2004-04-04,True,2026-01-10 21:04:43
PMLA-C000893-SYN,Liam,Miller,1945-11-05,80,Female,5135 Victoria Drive,Barrie,ON,L1S 3E2,Canada,+1-825-575-6773,liammiller@protonmail.com,Suncor,Employed,47886.26,RETAIL,STANDARD,MEDIUM,2023-07-29,True,2026-01-10 21:04:43
PMLA-C000894-SYN,Priya,Lewis,1997-07-04,28,Female,2732 College Street,Charlottetown,PE,C1J 0V1,Canada,+1-587-705-6702,priyalewis@yahoo.ca,CP Rail,Employed,69020.32,RETAIL,ENHANCED,LOW,2001-08-23,True,2026-01-10 21:04:43
PMLA-C000895-SYN,Karen,Walker,1950-01-19,76,Female,9853 Queen Boulevard,Vancouver,BC,V5W 5W3,Canada,+1-438-911-7899,karen_walker@yahoo.ca,Rogers,Unemployed,55972.86,RETAIL,ENHANCED,LOW,2019-08-24,True,2026-01-10 21:04:43
PMLA-C000896-SYN,Ahmed,Anderson,1973-12-13,52,Female,4163 George Way,Montreal,QC,H2E 2J6,Canada,+1-647-324-9880,ahmedanderson@icloud.com,BMO,Retired,52524.3,RETAIL,STANDARD,MEDIUM,2010-11-14,False,2026-01-10 21:04:43
PMLA-C000897-SYN,Ahmed,Wang,1991-10-09,34,Male,756 Yonge Way,Regina,SK,S4P 9X7,Canada,+1-289-844-5547,ahmed.wang@hotmail.com,University of Toronto,Employed,22787.12,SMALL_BUSINESS,BASIC,LOW,2002-11-20,True,2026-01-10 21:04:43
PMLA-C000898-SYN,Susan,Hall,1987-03-18,38,Male,472 George Road,Winnipeg,MB,R1V 3M0,Canada,+1-365-512-3172,susanhall@hotmail.com,Rogers,Employed,14515.22,RETAIL,ENHANCED,LOW,2010-07-12,True,2026-01-10 21:04:43
PMLA-C000899-SYN,James,Miller,1993-10-30,32,Female,4755 Hill Road,Kitchener,ON,N4X 4G0,Canada,+1-365-909-5579,jmiller@gmail.com,Bell Canada,Employed,66006.96,SMALL_BUSINESS,ENHANCED,LOW,2012-04-15,False,2026-01-10 21:04:43
PMLA-C000900-SYN,Charles,Miller,1972-09-18,53,Male,8834 Dundas Avenue,Kelowna,BC,V3T 0N4,Canada,+1-289-507-6321,charles_miller@gmail.com,Desjardins,Employed,37761.58,RETAIL,STANDARD,HIGH,2001-07-31,True,2026-01-10 21:04:43
PMLA-C000901-SYN,Jessica,Lee,1979-04-17,46,Male,6938 Dundas Road,Ottawa,ON,K2Y 5K3,Canada,+1-403-295-5096,jessica.lee@outlook.com,TD Bank,Retired,69570.47,RETAIL,STANDARD,LOW,2000-02-06,True,2026-01-10 21:04:43
PMLA-C000902-SYN,Barbara,Thompson,1961-11-07,64,Male,4914 Bloor Drive,Moncton,NB,E3L 3V5,Canada,+1-905-955-9631,barbara.thompson49@icloud.com,Google Canada,Employed,67819.83,RETAIL,STANDARD,LOW,2005-12-28,True,2026-01-10 21:04:43
PMLA-C000903-SYN,Mary,Patel,1969-02-18,56,Female,356 Wellington Lane,Victoria,BC,V2X 8Z5,Canada,+1-236-691-1135,mary_patel@protonmail.com,Suncor,Student,39363.52,RETAIL,ENHANCED,LOW,2002-01-04,True,2026-01-10 21:04:43
PMLA-C000904-SYN,Ling,White,1963-01-26,63,Female,5575 Hill Road,Calgary,AB,T8W 7J4,Canada,+1-514-957-7585,ling.white86@protonmail.com,IBM Canada,Employed,46056.0,RETAIL,STANDARD,MEDIUM,2000-12-30,True,2026-01-10 21:04:43
PMLA-C000905-SYN,Priya,Brown,1952-08-17,73,Female,1345 Maple Street,Windsor,ON,N3W 4T1,Canada,+1-438-601-8871,priya.brown46@protonmail.com,TD Bank,Self-employed,68770.85,RETAIL,BASIC,LOW,2013-02-13,True,2026-01-10 21:04:43
PMLA-C000906-SYN,Noah,Anderson,1963-05-05,62,Male,6029 Dundas Way,Whitehorse,YT,Y9W 5A4,Canada,+1-438-977-1272,nanderson@protonmail.com,CP Rail,Employed,48082.47,RETAIL,STANDARD,HIGH,2007-12-25,True,2026-01-10 21:04:43
PMLA-C000907-SYN,Robert,Lee,1993-03-08,32,Female,7303 Cedar Boulevard,Windsor,ON,N0G 5B3,Canada,+1-438-922-9036,robertlee@protonmail.com,Bell Canada,Employed,77874.15,RETAIL,STANDARD,LOW,2018-04-07,True,2026-01-10 21:04:43
PMLA-C000908-SYN,Liam,Chen,1962-07-29,63,Male,311 Spadina Avenue,Vancouver,BC,V0C 2T8,Canada,+1-403-815-6463,liam_chen@outlook.com,,Employed,70392.73,PREMIUM,STANDARD,LOW,2023-07-07,True,2026-01-10 21:04:43
PMLA-C000909-SYN,Patricia,Thomas,1979-09-30,46,Male,3184 Spadina Way,Regina,SK,S3L 4M3,Canada,+1-236-612-9334,patricia.thomas77@outlook.com,Microsoft Canada,Employed,32396.95,SMALL_BUSINESS,BASIC,MEDIUM,2002-02-22,True,2026-01-10 21:04:43
PMLA-C000910-SYN,Linda,Patel,1972-01-18,54,Male,7563 Victoria Road,Quebec City,QC,G6G 6K6,Canada,+1-825-751-6130,linda.patel@fastmail.com,Rogers,Retired,108617.04,SMALL_BUSINESS,STANDARD,HIGH,2022-07-15,True,2026-01-10 21:04:43
PMLA-C000911-SYN,Priya,Morin,1962-01-26,64,Male,4158 Main Drive,Edmonton,AB,T7R 7S8,Canada,+1-613-488-1409,priyamorin@gmail.com,Amazon Canada,Employed,36438.18,RETAIL,BASIC,LOW,2021-02-18,True,2026-01-10 21:04:43
PMLA-C000912-SYN,Susan,Brown,2000-10-20,25,Female,763 Wellington Boulevard,Guelph,ON,N0S 5R5,Canada,+1-343-353-4967,sbrown@icloud.com,Google Canada,Unemployed,61687.36,RETAIL,ENHANCED,HIGH,2005-11-02,True,2026-01-10 21:04:43
PMLA-C000913-SYN,John,Smith,1948-04-21,77,Male,9350 Spadina Avenue,Windsor,ON,N1B 3M9,Canada,+1-450-631-2274,john_smith@protonmail.com,Scotiabank,Employed,95475.5,SMALL_BUSINESS,STANDARD,HIGH,2018-01-08,True,2026-01-10 21:04:43
PMLA-C000914-SYN,Lucas,Bouchard,1987-03-15,38,Female,8368 Yonge Way,Kitchener,ON,N8V 0L7,Canada,+1-587-609-7281,lucasbouchard@gmail.com,CP Rail,Employed,85837.92,RETAIL,BASIC,MEDIUM,2022-04-07,True,2026-01-10 21:04:43
PMLA-C000915-SYN,Mary,Côté,1969-12-18,56,Female,8766 Victoria Road,Kitchener,ON,N2C 4B5,Canada,+1-437-421-2445,mary.côté69@protonmail.com,,Employed,30013.77,PREMIUM,BASIC,MEDIUM,2022-06-11,True,2026-01-10 21:04:43
PMLA-C000916-SYN,Luc,Bouchard,1972-02-19,53,Male,5363 Dundas Boulevard,Hamilton,ON,L4E 0H3,Canada,+1-343-692-4697,luc.bouchard@protonmail.com,Amazon Canada,Employed,31527.62,RETAIL,STANDARD,LOW,2006-05-04,True,2026-01-10 21:04:43
PMLA-C000917-SYN,Richard,Roy,1982-07-16,43,Female,1287 Queen Drive,Halifax,NS,B9W 8P2,Canada,+1-905-700-6371,richard_roy@gmail.com,Google Canada,Employed,64382.42,RETAIL,ENHANCED,HIGH,2014-10-25,True,2026-01-10 21:04:43
PMLA-C000918-SYN,Linda,Chen,1986-05-02,39,Female,3525 John Drive,St. John's,NL,A1Y 3M8,Canada,+1-437-760-1672,linda.chen@outlook.com,Scotiabank,Retired,36114.79,SMALL_BUSINESS,ENHANCED,LOW,2007-01-16,True,2026-01-10 21:04:43
PMLA-C000919-SYN,Lisa,Clark,1986-07-26,39,Male,853 Wellington Avenue,Sherbrooke,QC,J2C 8N2,Canada,+1-613-397-5836,lisa.clark@icloud.com,Scotiabank,Employed,81630.03,RETAIL,BASIC,LOW,2010-01-09,False,2026-01-10 21:04:43
PMLA-C000920-SYN,Karen,Gagnon,1945-12-03,80,Female,1636 Oak Way,Vancouver,BC,V5Z 8M5,Canada,+1-438-667-7664,karen.gagnon95@outlook.com,Bell Canada,Employed,23419.61,PRIVATE,STANDARD,LOW,2018-03-28,True,2026-01-10 21:04:43
PMLA-C000921-SYN,Sarah,Gauthier,1958-09-13,67,Male,1345 Dundas Avenue,Sherbrooke,QC,J0S 1R6,Canada,+1-437-217-1964,sarah_gauthier@hotmail.com,Rogers,Employed,44559.98,PREMIUM,ENHANCED,LOW,2003-10-03,True,2026-01-10 21:04:43
PMLA-C000922-SYN,Daniel,Wang,1960-04-18,65,Male,9314 Bay Way,Regina,SK,S2A 8J4,Canada,+1-613-786-2414,daniel.wang@gmail.com,Telus,Employed,61428.25,SMALL_BUSINESS,STANDARD,LOW,2009-01-10,True,2026-01-10 21:04:43
PMLA-C000923-SYN,John,Kim,1968-12-25,57,Female,2111 Hill Drive,Toronto,ON,M8T 1G9,Canada,+1-450-290-5837,johnkim@gmail.com,Google Canada,Student,31423.72,RETAIL,STANDARD,LOW,2008-02-28,True,2026-01-10 21:04:43
PMLA-C000924-SYN,Daniel,Bouchard,1987-10-21,38,Female,6540 College Lane,Windsor,ON,N0Y 0L1,Canada,+1-343-946-9274,daniel.bouchard43@protonmail.com,Rogers,Employed,37970.82,RETAIL,ENHANCED,LOW,2022-01-28,True,2026-01-10 21:04:43
