application_id,gt_person_id,link_shared_id,bank_internal_id,application_ts,product,amount_requested,term_months,interest_rate,birth_year,sex,home_postal_fsa,home_province,home_lat,home_lng,employment_type,employer_industry,employment_tenure_months,pay_frequency,dependents,residence_months,declared_income_cad,verified_income_cad,avg_balance_3m_cad,inflow_payroll_3m_cad,card_spend_3m_cad,atm_withdraw_3m_cad,nsf_count_3m,late_fee_count_3m,overdraft_days_3m,device_type,browser,os,device_id,ip_lat,ip_lng,internal_risk_score,default_12m,created_at,updated_at,source_system
5052,324,,2a45865f089cd43e,2025-07-11 10:43:06,CreditCard,6863.07,12,0.2673,1955,F,J4X,YT,60.62181133911502,-134.9493140676569,Self-employed,Government,99,biweekly,0,93,46735.29,33318.79,1941.26,16129.56,10149.44,716.78,0,0,2,desktop,Chrome,Linux,d324_732,60.62181133911502,-134.9493140676569,0.5119626670206053,False,2025-06-27,2025-07-15,bank_app_v1
5053,1871,,5e0f54526cecb883,2025-04-03 13:58:48,PersonalLoan,22373.29,60,0.1994,1972,F,J6X,NS,44.69134470947881,-63.660753249731506,Full-time,Retail,26,monthly,2,71,54103.95,34526.74,1413.77,8309.53,17675.91,136.41,0,0,2,mobile,Edge,macOS,d1871_197,44.69134470947881,-63.660753249731506,0.44381011293356565,False,2025-03-27,2025-04-08,bank_app_v1
5054,2659,,7a21a3cb740513bf,2025-05-18 14:41:18,LineOfCredit,8182.99,36,0.0358,1952,M,C6V,MB,49.93243916915462,-97.25706295741769,Full-time,Education,67,monthly,1,75,45448.39,43504.71,2832.63,3510.6,2780.61,82.92,0,0,2,desktop,Chrome,Linux,d2659_567,49.93243916915462,-97.25706295741769,0.30981609304344637,False,2025-05-13,2025-05-24,bank_app_v1
5055,2885,,3e47c14b6845195f,2025-06-10 16:51:28,LineOfCredit,13228.02,12,0.0833,1996,F,G5B,ON,42.98878475704033,-81.0695434707169,Unemployed,Retail,89,weekly,0,39,87180.77,76680.11,712.45,12066.4,3424.17,452.2,0,0,0,desktop,Firefox,macOS,d2885_534,42.98878475704033,-81.0695434707169,0.004088567064600257,False,2025-06-03,2025-06-16,bank_app_v1
5056,2164,,8d9f1d1f50e680ea,2025-04-16 18:01:49,AutoLoan,29474.88,72,0.1704,1988,F,B2R,QC,45.68993275333928,-73.80681523266934,Part-time,Hospitality,37,monthly,0,74,40753.25,35168.5,2348.38,6246.7,4964.51,120.72,1,0,0,mobile,Chrome,iOS,d2164_406,63.44371453945161,-128.05746382943832,0.2525607742066791,False,2025-04-10,2025-04-16,bank_app_v1
5057,8292,5f6c75c519464b58,155cb26304cb0dd6,2025-06-16 12:26:35,AutoLoan,40460.66,36,0.1622,1967,F,B8B,NL,47.56474749002111,-52.649531990249734,Full-time,Construction,4,monthly,1,43,98535.68,87101.48,5642.33,19925.36,3375.65,1096.52,2,0,0,mobile,Safari,macOS,d8292_571,47.56474749002111,-52.649531990249734,0.37579637841542163,False,2025-06-13,2025-06-21,bank_app_v1
5058,4926,,4c55e1e4aef78057,2025-05-29 19:50:42,AutoLoan,64139.05,24,0.0864,1955,M,P1P,SK,52.31682126460807,-106.68474312955715,Full-time,Energy,36,monthly,1,85,231424.91,190792.38,3057.87,12476.83,2049.54,2076.65,1,0,1,mobile,Chrome,Windows,d4926_471,52.31682126460807,-106.68474312955715,0.3586036773270058,False,2025-05-28,2025-05-30,bank_app_v1
5059,4647,719e326ae9fdd494,992c6aee18af6b72,2025-06-14 09:43:12,CreditCard,11540.78,24,0.1831,1987,M,R2P,NL,47.48833607959646,-52.77549438293941,Full-time,Hospitality,16,weekly,0,0,89887.53,97310.95,1592.89,7042.29,6091.0,323.81,0,0,1,mobile,Safari,Android,d4647_222,47.48833607959646,-52.77549438293941,0.4745120666816508,True,2025-06-10,2025-06-14,bank_app_v1
5060,8510,8de6a33bf96cb19c,24881e1437775285,2025-05-30 17:21:19,AutoLoan,94628.39,12,0.127,1985,M,L5E,ON,,,Self-employed,Finance,90,biweekly,0,0,155747.71,140048.12,471.16,10918.59,1386.66,361.27,1,0,3,mobile,Edge,iOS,d8510_530,54.21586151428629,-57.609428733087,0.47386823540601786,False,2025-05-28,2025-06-03,bank_app_v1
5061,6631,9e1bf2e2bf51ff50,d80a3a2a1a212d41,2025-03-17 15:36:22,LineOfCredit,5406.79,36,0.0839,1955,M,T9Y,YT,60.651441252776735,-135.09923539782312,Full-time,Finance,11,biweekly,0,57,99880.66,102287.89,1185.98,16661.2,4950.36,747.58,0,0,1,desktop,Firefox,iOS,d6631_127,60.651441252776735,-135.09923539782312,0.2699155574257362,False,2025-03-11,2025-03-17,bank_app_v1
5062,952,,ebe90aced6e34adc,2025-03-07 17:26:05,CreditCard,35872.66,36,0.1908,1970,F,N9Y,NT,62.428994041947945,-114.26815466080609,Unemployed,Retail,37,biweekly,0,85,91302.42,79783.61,971.88,3998.25,2775.88,418.66,0,1,3,mobile,Chrome,iOS,d952_274,62.428994041947945,-114.26815466080609,0.370882011847249,False,2025-03-04,2025-03-13,bank_app_v1
5063,3194,,1b1af49fb028d692,2025-01-23 13:26:23,PersonalLoan,12492.37,12,0.0809,1984,M,N7L,MB,50.005601775954524,-97.08859791202724,Self-employed,Retail,20,biweekly,2,36,85228.62,65835.27,4026.17,10195.29,3662.98,280.32,0,1,2,desktop,Other,Linux,d3194_563,50.005601775954524,-97.08859791202724,0.47210173705053887,False,2025-01-16,2025-01-24,bank_app_v1
5064,3638,,d2d0ed7705400c82,2025-07-01 12:37:28,CreditCard,9669.09,24,0.2714,1997,M,G7S,MB,,,Full-time,Hospitality,34,monthly,2,27,88672.93,106065.82,2155.08,10120.62,3141.46,2665.3,1,0,4,mobile,Other,iOS,d3638_348,,,0.38590883587538777,False,2025-06-26,2025-07-02,bank_app_v1
5065,4902,,175ef461552231f1,2025-05-09 13:13:06,LineOfCredit,58915.84,36,0.085,1954,F,C9V,SK,52.288425156401765,-106.4224944470522,Full-time,Education,102,biweekly,1,25,112161.58,96912.41,27416.85,15078.39,1163.49,525.82,0,0,1,mobile,Chrome,Linux,d4902_792,52.288425156401765,-106.4224944470522,0.08330695665027882,False,2025-04-26,2025-05-10,bank_app_v1
5066,3792,6faf5f46bdb9ecdf,872b08f3d9c3596f,2025-05-05 12:25:45,AutoLoan,1481.75,60,0.1559,1999,F,C6X,NL,47.56029489191122,-52.698896893283354,Self-employed,Construction,10,monthly,0,58,77997.76,85787.64,10141.34,8378.04,2194.47,627.6,0,0,1,mobile,Other,macOS,d3792_899,31.74605059702355,-129.64897031228185,0.5394582784849962,False,2025-04-24,2025-05-10,bank_app_v1
5067,508,,32d8782158015b2b,2025-04-29 11:32:11,CreditCard,7018.32,12,0.2078,1970,M,A9N,ON,,,Full-time,Transportation,40,biweekly,1,10,73442.2,88130.64,1430.28,7574.21,4992.65,198.29,2,1,0,mobile,Other,Android,d508_676,,,0.27713480994254464,True,2025-04-15,2025-05-05,bank_app_v1
5068,2911,,b50c4f8ffafc82b3,2025-06-27 19:01:14,PersonalLoan,80858.46,36,0.1247,1949,F,M3R,BC,49.33661360387252,-123.15190143694137,Unemployed,Transportation,77,monthly,1,83,30049.96,35341.9,4371.99,15298.82,3467.65,392.68,0,0,2,mobile,Chrome,iOS,d2911_522,49.33661360387252,-123.15190143694137,0.2574727243134529,False,2025-06-18,2025-06-28,bank_app_v1
5069,5365,65a7972a50c2dd6e,8d342732b8c3677d,2025-06-14 11:51:13,PersonalLoan,3173.69,60,0.1665,1984,F,P2T,NU,63.66204623709827,-68.38716995018503,Full-time,Construction,36,monthly,0,104,61354.8,57528.89,4946.68,13077.17,5310.24,2375.23,0,0,0,mobile,Chrome,macOS,d5365_211,63.66204623709827,-68.38716995018503,0.4027454578685573,False,2025-06-02,2025-06-15,bank_app_v1
5070,7043,,87d04e31d15058d2,2025-02-06 19:54:05,PersonalLoan,17584.44,60,0.1407,1945,M,T1P,PE,46.38825148592634,-63.20813904187319,Full-time,Transportation,70,monthly,0,51,67568.47,77528.21,29431.21,14095.34,1214.05,416.59,0,0,1,mobile,Chrome,macOS,d7043_217,63.483766751835354,-120.22875128900185,0.0442855096337369,False,2025-01-29,2025-02-08,bank_app_v1
5071,7730,17859e694f950962,992a7757871e893c,2025-04-04 15:32:57,AutoLoan,6596.62,12,0.176,1952,F,V1A,NL,47.6793895051211,-52.513309737622976,Part-time,Hospitality,41,biweekly,0,102,125559.53,108592.41,3381.87,6194.77,5291.49,316.64,0,0,3,mobile,Firefox,macOS,d7730_837,47.6793895051211,-52.513309737622976,0.8033513658120344,False,2025-04-02,2025-04-09,bank_app_v1
5072,2558,f6ab2bb72eac0adc,274f4aa5085f58f9,2025-02-26 15:46:44,AutoLoan,15465.32,72,0.1163,1977,F,J0N,YT,60.82750606565664,-135.2753141307053,Unemployed,Technology,0,monthly,0,28,32857.88,39429.46,4357.95,13434.44,3436.58,355.84,0,0,2,mobile,Other,Linux,d2558_474,60.82750606565664,-135.2753141307053,0.2618900780485709,False,2025-02-25,2025-03-03,bank_app_v1
5073,8866,27a5b400463a4840,9a8b5cd75d5478af,2025-01-03 15:08:22,CreditCard,5333.06,24,0.1608,1954,F,N7C,NT,62.55877602804471,-114.32040442316884,Retired,Construction,101,biweekly,1,50,76212.5,61390.05,998.57,7543.98,1538.36,385.29,0,0,1,mobile,Other,Android,d8866_296,62.55877602804471,-114.32040442316884,0.16377460653135947,False,2024-12-22,2025-01-03,bank_app_v1
5074,4310,,2a39ecd639fefd0d,2025-06-08 15:07:12,CreditCard,1867.2,36,0.2076,2002,F,E9C,ON,,,Full-time,Retail,47,monthly,2,39,59048.03,56844.78,712.17,11737.9,6424.66,307.22,0,0,1,desktop,Chrome,iOS,d4310_201,,,0.43331175769535873,False,2025-06-04,2025-06-11,bank_app_v1
5075,3170,990fafa988f05a35,55ca06ca88072aca,2025-08-01 12:29:56,PersonalLoan,46936.33,24,0.126,1967,F,L3X,QC,45.59739720568798,-73.80170975905463,Self-employed,Retail,42,monthly,2,69,33026.78,35260.6,9549.96,12907.42,3925.44,91.45,0,0,3,mobile,Edge,macOS,d3170_956,45.59739720568798,-73.80170975905463,0.46804053049932104,False,2025-07-29,2025-08-03,bank_app_v1
5076,7452,,6b9bd07fe0c36047,2025-06-08 16:17:07,PersonalLoan,4530.47,36,0.1046,1997,M,M3T,BC,49.37916107535625,-122.99873974619781,Full-time,Government,44,monthly,1,54,35252.33,41467.88,631.52,6416.93,7260.8,138.5,0,0,2,mobile,Firefox,Linux,d7452_323,49.37916107535625,-122.99873974619781,0.45208707036005724,False,2025-05-29,2025-06-12,bank_app_v1
5077,8726,,3097641acd8d6ae4,2025-04-08 12:54:34,LineOfCredit,12228.8,48,0.1003,1962,M,G0H,BC,49.292819891106426,-123.13122130550636,Contract,Hospitality,0,biweekly,0,43,117544.02,111450.8,6735.8,31586.89,13067.45,557.59,0,0,0,mobile,Safari,Linux,d8726_841,49.292819891106426,-123.13122130550636,0.4609573119609213,False,2025-04-07,2025-04-11,bank_app_v1
5078,7362,e975d49763b034c2,c8a8cc2a1f45279a,2025-05-28 17:02:45,AutoLoan,6147.33,24,0.0901,1997,M,M3J,NS,44.518817878133376,-63.68743096624244,Full-time,Finance,69,biweekly,0,64,66331.95,67709.27,6427.73,11106.68,1012.66,607.98,1,1,2,mobile,Edge,Linux,d7362_272,44.518817878133376,-63.68743096624244,0.2340263948561091,False,2025-05-24,2025-06-02,bank_app_v1
5079,1387,,69af70449a76c431,2025-01-05 10:44:19,AutoLoan,24826.55,24,0.0646,1954,M,R5E,MB,49.945659586730066,-97.045654157938,Retired,Technology,5,monthly,0,0,80879.66,60453.5,1677.8,2178.47,1464.75,845.61,0,0,1,mobile,Edge,macOS,d1387_672,49.945659586730066,-97.045654157938,0.22468059379463542,False,2024-12-22,2025-01-11,bank_app_v1
5080,7085,,c749bb78c8d49ff0,2025-07-25 16:19:53,PersonalLoan,20369.22,48,0.0878,1996,M,G8R,SK,52.21862037605677,-106.67522302258381,Part-time,Hospitality,23,biweekly,1,32,153468.85,135963.56,5566.03,9658.54,1753.06,204.0,0,0,1,mobile,Chrome,Linux,d7085_800,52.21862037605677,-106.67522302258381,0.27120530626161876,False,2025-07-23,2025-07-26,bank_app_v1
5081,1504,,4c9414789603ee6e,2025-02-10 12:28:02,LineOfCredit,14731.15,60,0.1533,1973,F,T6C,NB,45.282003871265644,-65.93533581095134,Full-time,Construction,18,biweekly,0,64,56153.03,47017.14,4803.05,20618.56,1697.11,656.43,0,0,0,mobile,Edge,Android,d1504_680,45.282003871265644,-65.93533581095134,0.11453757412749102,False,2025-01-30,2025-02-11,bank_app_v1
5082,2493,92e5e9abbe66becd,edd15c9019bee789,2025-03-20 18:10:31,CreditCard,3551.5,60,0.1377,1972,M,N5A,NS,44.508403623566494,-63.47849207482774,Contract,Transportation,36,monthly,0,59,159681.49,159995.32,355.24,16260.42,6501.46,834.52,1,0,1,mobile,Other,iOS,d2493_376,44.508403623566494,-63.47849207482774,0.2525546964909097,False,2025-03-09,2025-03-21,bank_app_v1
5083,4747,1ba3f1f12ef33f8a,18b1d2b47117d12d,2025-05-30 18:32:47,PersonalLoan,3123.26,60,0.1581,1978,M,V4L,BC,49.111345929148015,-122.83141146149956,Self-employed,Healthcare,84,monthly,2,0,42708.42,34466.23,13219.14,9303.54,4378.25,207.52,0,0,3,mobile,Chrome,macOS,d4747_296,49.111345929148015,-122.83141146149956,0.5558925039113964,False,2025-05-26,2025-06-02,bank_app_v1
5084,2311,41a20c3af7be1d5f,8a8f20487c22c860,2025-05-24 09:47:46,CreditCard,14713.84,48,0.2234,1982,F,K9B,NB,46.14338172322609,-64.67373715349116,Full-time,Construction,91,monthly,0,50,64021.7,50687.1,5683.78,14758.78,4114.39,309.59,0,2,0,desktop,Safari,Windows,d2311_511,46.14338172322609,-64.67373715349116,0.32374667214763464,False,2025-05-15,2025-05-24,bank_app_v1
5085,1388,,b6e3f642d2373c69,2025-05-15 13:22:07,AutoLoan,6116.35,12,0.1,1949,F,K3M,NU,63.69645733920524,-68.43324570025234,Full-time,Retail,71,monthly,0,76,125178.91,86342.95,1898.59,13651.68,1060.69,520.66,0,0,0,desktop,Safari,Linux,d1388_825,63.69645733920524,-68.43324570025234,0.13621549494013416,False,2025-05-02,2025-05-16,bank_app_v1
5086,931,,fb5071d17738be14,2025-01-18 17:51:33,AutoLoan,12359.96,12,0.1149,1947,M,V2L,AB,50.995722340120366,-114.10666667666388,Self-employed,Energy,69,monthly,3,47,175604.48,171466.67,2148.35,2170.73,2104.31,180.24,0,1,1,mobile,Chrome,iOS,d931_948,60.660663686236425,-91.47601866393552,0.0,False,2025-01-08,2025-01-20,bank_app_v1
5087,1601,,edaf50ed3658909a,2025-04-06 12:10:01,LineOfCredit,12991.12,72,0.1455,1992,F,M7E,SK,51.84980887374401,-106.40379973002271,Full-time,Healthcare,17,monthly,0,69,77555.26,93066.31,7859.02,3326.1,646.96,530.96,1,0,1,mobile,Firefox,macOS,d1601_530,51.84980887374401,-106.40379973002271,0.20579946650628236,False,2025-03-29,2025-04-11,bank_app_v1
5088,3048,fb0076c95dfb394a,6ae7d4ca5726a7f5,2025-03-30 17:58:48,CreditCard,26316.12,60,0.2347,1999,M,J3N,NL,47.47911352605708,-52.44942143347392,Full-time,Retail,114,monthly,1,11,100162.26,75402.79,32972.76,13879.93,2995.58,1034.0,0,0,2,mobile,Firefox,Android,d3048_123,47.47911352605708,-52.44942143347392,0.3622435719312322,False,2025-03-18,2025-04-01,bank_app_v1
5089,8493,ad1fe17f13babbda,c5da8da295da2e64,2025-06-05 11:24:19,CreditCard,5247.69,48,0.1572,2002,M,S7L,YT,60.813433671753,-135.13236090413346,Part-time,Construction,0,biweekly,3,96,138507.45,163484.9,2451.81,18966.75,3086.52,1405.7,0,1,3,mobile,Other,macOS,d8493_994,60.813433671753,-135.13236090413346,0.28084399431908796,False,2025-05-25,2025-06-10,bank_app_v1
5090,3648,7205eda0ac709b60,3b5f20d598b3c2ab,2025-02-24 13:49:02,PersonalLoan,11515.07,24,0.1423,1952,F,G4J,ON,,,Full-time,Government,95,weekly,1,25,54412.4,50697.59,29532.26,2266.4,1329.55,765.3,1,0,0,desktop,Edge,Windows,d3648_887,,,0.19220898089773608,False,2025-02-10,2025-02-28,bank_app_v1
5091,3906,,94effa067ab5f1b5,2025-06-07 09:18:20,LineOfCredit,16364.01,12,0.0557,1970,F,J2C,PE,46.37936394704693,-63.11573990424983,Full-time,Construction,40,monthly,0,49,90645.31,66250.08,1562.78,5543.29,5396.27,544.68,1,1,2,mobile,Other,iOS,d3906_698,63.767325149826604,-87.86924211128854,0.4064955208835803,False,2025-06-02,2025-06-07,bank_app_v1
5092,8922,29109129bd665c72,04dc31f6d2f54921,2025-03-22 09:52:38,LineOfCredit,4217.01,12,0.0981,1979,M,N6X,MB,,,Full-time,Construction,90,monthly,1,61,93222.34,111057.7,2720.71,4265.63,6831.02,169.54,0,0,0,desktop,Edge,Linux,d8922_173,,,0.004375961338849155,False,2025-03-17,2025-03-27,bank_app_v1
5093,3368,555ab58f9b9a10fd,517d0f63e5c3c7ec,2025-03-11 18:13:02,CreditCard,1133.69,24,0.0992,1988,M,M7X,NL,47.58221876881828,-52.74689635831008,Unemployed,Energy,43,monthly,0,104,43790.89,52549.07,3349.44,7881.29,3683.2,808.78,0,1,0,mobile,Other,Linux,d3368_686,47.58221876881828,-52.74689635831008,0.2382762448889741,True,2025-03-07,2025-03-14,bank_app_v1
5094,3732,,b69d4cce2f4f59f9,2025-03-13 11:35:11,PersonalLoan,2579.92,36,0.2025,1945,F,J1C,ON,43.549725613172704,-79.45247832612891,Unemployed,Finance,0,biweekly,0,74,30754.74,34211.05,2904.47,4976.02,5812.64,196.94,0,0,0,mobile,Safari,macOS,d3732_943,43.549725613172704,-79.45247832612891,0.6148518370440749,False,2025-03-02,2025-03-13,bank_app_v1
5095,8201,0933917023429a84,654c7124633813ec,2025-06-03 19:45:57,CreditCard,12918.34,24,0.1847,1996,F,H1G,BC,49.369138799255936,-123.06130790501662,Full-time,Construction,55,biweekly,0,80,42957.32,43735.12,1533.64,20111.71,3126.43,106.23,0,0,2,mobile,Safari,Linux,d8201_449,49.369138799255936,-123.06130790501662,0.7324232224174627,False,2025-05-31,2025-06-07,bank_app_v1
5096,2642,462ca57c5e7b5ec2,87ddcc43f843c914,2025-06-08 14:45:11,CreditCard,2085.48,48,0.1178,1998,F,N4N,MB,,,Self-employed,Transportation,61,biweekly,1,57,46467.49,45980.45,8766.38,6408.37,2568.58,1257.72,0,0,1,mobile,Edge,macOS,d2642_269,,,0.38579168917461465,False,2025-05-25,2025-06-11,bank_app_v1
5097,2815,,6ecce920e2eeded0,2025-07-25 15:53:09,LineOfCredit,24979.38,60,0.0906,1969,M,R0M,NL,47.572634072796724,-52.87703769765948,Part-time,Construction,7,monthly,0,53,98723.31,103194.72,8160.95,25950.03,3002.54,442.95,1,1,2,mobile,Chrome,Linux,d2815_185,47.572634072796724,-52.87703769765948,0.16467309701280244,False,2025-07-18,2025-07-26,bank_app_v1
5098,6573,,82dbbcfb6888b674,2025-05-29 11:40:20,LineOfCredit,7229.79,72,0.1002,1949,M,K3P,SK,52.422038987472845,-106.9238913510862,Full-time,Retail,30,weekly,1,48,69508.6,60787.56,3971.55,4512.72,10192.48,923.16,0,0,2,mobile,Chrome,Android,d6573_814,52.422038987472845,-106.9238913510862,0.812714982971612,True,2025-05-28,2025-06-03,bank_app_v1
5099,8084,52d474454c3cde3e,00046a151b7e4a5d,2025-05-21 17:03:15,PersonalLoan,14975.11,12,0.1321,1976,F,T8E,NU,63.73530452678954,-68.31105695586544,Unemployed,Construction,101,monthly,0,39,132056.42,150520.02,4058.39,2343.52,3855.72,951.38,1,0,2,desktop,Firefox,Linux,d8084_467,63.73530452678954,-68.31105695586544,0.5709153812543826,False,2025-05-15,2025-05-24,bank_app_v1
5100,7731,64c50b040d1d73ac,967b142fe5fa64b3,2025-04-06 15:06:11,CreditCard,10314.47,24,0.1926,1971,M,P8Y,PE,46.30365236174971,-63.147594968992735,Full-time,Energy,19,biweekly,2,28,194764.83,136489.43,2754.14,6260.15,1128.59,1141.86,0,0,2,mobile,Safari,Windows,d7731_908,46.30365236174971,-63.147594968992735,0.24728300264628028,False,2025-04-03,2025-04-12,bank_app_v1
5101,770,,f03de7d84726617b,2025-01-22 10:09:45,LineOfCredit,5021.5,12,0.1028,1995,F,B1M,NL,47.47812876086584,-52.747408489184316,Full-time,Transportation,47,biweekly,0,5,60955.33,42132.6,7301.52,1651.09,3476.51,609.53,1,1,1,mobile,Safari,Windows,d770_642,47.47812876086584,-52.747408489184316,0.15898211835603523,True,2025-01-09,2025-01-27,bank_app_v1
5102,103,,f2e794fb707eafe5,2025-06-23 18:44:17,PersonalLoan,27818.3,36,0.0514,1972,M,X1P,PE,46.424488482297136,-63.074559780252905,Full-time,Retail,25,biweekly,1,94,75027.12,68993.78,6320.42,3155.14,2365.58,363.54,0,0,1,mobile,Safari,Linux,d103_501,46.424488482297136,-63.074559780252905,0.6956360754379887,False,2025-06-20,2025-06-27,bank_app_v1
5103,3885,605c6768e0f4a234,142bcc2c633905b9,2025-03-16 09:28:50,PersonalLoan,20532.48,24,0.202,1992,F,Y5M,MB,49.79033458245647,-96.9611051937679,Full-time,Technology,0,monthly,0,16,48595.17,58314.2,2545.35,9358.74,15816.9,197.89,0,0,1,mobile,Safari,Windows,d3885_859,49.79033458245647,-96.9611051937679,0.3051731600300814,False,2025-03-10,2025-03-17,bank_app_v1
5104,6543,6612c3298d5b2c54,7bcaea486daecd5b,2025-03-10 14:49:02,CreditCard,43993.74,24,0.2143,1959,M,P2K,NU,63.84985190844159,-68.30802202395844,Student,Transportation,27,biweekly,2,46,99944.93,108456.15,1241.51,14647.17,5216.99,177.5,1,0,1,desktop,Firefox,Windows,d6543_811,63.84985190844159,-68.30802202395844,0.4024182121174099,False,2025-03-04,2025-03-11,bank_app_v1
5105,6365,9beb34dad7713bc4,ad72714ee5126215,2025-07-09 16:05:32,CreditCard,11909.39,36,0.2705,1968,F,L4K,YT,60.72537753765875,-135.0242946062253,Full-time,Technology,0,monthly,1,31,75785.36,78795.01,8765.07,6774.81,11251.32,172.7,0,2,2,mobile,Edge,Linux,d6365_965,60.72537753765875,-135.0242946062253,0.3910790704379521,False,2025-07-01,2025-07-11,bank_app_v1
5106,2076,d092f37d15a0bcdb,190b25b55fcc2c84,2025-07-24 12:54:46,AutoLoan,5739.14,48,0.1015,1985,M,H4S,NS,,,Unemployed,Finance,73,biweekly,1,47,71422.68,71185.11,5151.53,18392.26,1628.9,315.02,0,0,0,desktop,Chrome,macOS,d2076_592,,,0.3462833855616782,False,2025-07-16,2025-07-27,bank_app_v1
5107,6205,,9ca17136a6d1396e,2025-01-21 16:53:43,LineOfCredit,45914.91,48,0.1148,2000,M,X3P,NT,62.547442361700284,-114.24958519397177,Full-time,Transportation,16,biweekly,1,38,119526.18,94212.93,3328.63,11995.6,1309.88,221.14,0,0,2,mobile,Chrome,iOS,d6205_549,52.782692832053144,-62.62726037514507,0.44213872874568605,False,2025-01-07,2025-01-25,bank_app_v1
5108,5689,b8cf3331e52c939f,9db73898b048a5f9,2025-06-05 18:22:18,CreditCard,3489.72,24,0.1496,1952,M,S1L,QC,45.50106824974443,-73.5574679754072,Full-time,Energy,64,weekly,1,106,25856.69,19527.04,5918.52,9335.0,2155.3,194.09,0,2,3,mobile,Firefox,iOS,d5689_885,53.54770077749299,-86.55597403471808,0.0,False,2025-05-26,2025-06-09,bank_app_v1
5109,6723,d7099ae2151e871f,17e0aec1a02eb0b2,2025-08-07 13:17:48,AutoLoan,12312.08,12,0.0816,1976,F,G1P,NU,63.586197816796336,-68.49262110376948,Full-time,Construction,76,biweekly,0,39,38848.98,32978.87,1113.84,12190.82,3531.6,261.49,1,1,0,desktop,Chrome,Android,d6723_686,63.586197816796336,-68.49262110376948,0.5773090517895187,False,2025-07-24,2025-08-13,bank_app_v1
5110,5451,8ddca79da2d0b4eb,e4dac306de2775f4,2025-01-21 16:02:24,AutoLoan,20350.14,48,0.1245,1987,M,E5P,QC,45.6595006918602,-73.39899205679826,Retired,Finance,93,biweekly,1,41,68262.41,60242.55,2311.68,3624.88,11512.56,121.89,1,0,3,mobile,Chrome,Android,d5451_433,45.6595006918602,-73.39899205679826,0.240209754294334,True,2025-01-14,2025-01-24,bank_app_v1
5111,7976,c84f5e0427da463c,723fdf2c78a4a5d5,2025-05-06 11:16:12,LineOfCredit,2908.38,48,0.1088,1988,F,S0C,NT,62.581645014228506,-114.46855476471741,Student,Education,32,biweekly,3,61,62652.06,64347.91,4869.14,11047.9,3420.66,587.68,1,0,3,mobile,Edge,macOS,d7976_162,47.693317613865275,-139.29105565157013,0.48161252091004814,False,2025-04-25,2025-05-07,bank_app_v1
5112,553,2d3caa516547cdcf,4612e54897a444db,2025-05-28 19:28:33,CreditCard,19978.06,60,0.1454,1972,M,S6J,SK,52.119880954366195,-106.64811324523659,Retired,Finance,64,monthly,0,109,39267.06,32117.01,2986.16,5211.14,4192.85,319.32,2,0,0,mobile,Firefox,Linux,d553_194,52.119880954366195,-106.64811324523659,0.059891292420948095,False,2025-05-23,2025-06-01,bank_app_v1
5113,3241,,8560f1667f93f169,2025-07-23 09:24:15,AutoLoan,15676.55,12,0.0304,1976,M,R9Y,NL,47.369576334999216,-52.54461740020408,Contract,Government,20,biweekly,0,57,84600.27,57190.29,4127.1,12102.67,4200.92,330.5,0,0,1,mobile,Chrome,Android,d3241_947,47.369576334999216,-52.54461740020408,0.3234977212273373,False,2025-07-10,2025-07-24,bank_app_v1
5114,4622,,4c52cccce68dc55c,2025-07-14 18:38:58,AutoLoan,100000.0,24,0.1978,1962,M,K2V,NU,63.61515027362612,-68.55883885808802,Self-employed,Healthcare,27,monthly,0,88,36724.56,33199.91,890.75,30857.48,3459.82,329.41,0,0,1,mobile,Chrome,Windows,d4622_112,63.61515027362612,-68.55883885808802,0.22290895944044062,False,2025-07-07,2025-07-19,bank_app_v1
5115,2671,,fb2450b4a035a6eb,2025-03-04 11:27:47,AutoLoan,78097.47,60,0.1618,1977,M,P4C,BC,49.553730793198106,-123.24234413384042,Full-time,Education,13,weekly,0,53,34036.78,26556.99,3108.22,4410.77,446.74,263.26,1,0,1,desktop,Chrome,iOS,d2671_464,49.553730793198106,-123.24234413384042,0.2824998996007998,False,2025-02-24,2025-03-06,bank_app_v1
5116,5050,0caaaeb8181829d5,0f50d2ef2c07c742,2025-05-10 19:07:51,CreditCard,8026.95,24,0.1891,1987,M,C5J,NL,47.686792376309405,-52.69682971374278,Full-time,Healthcare,25,biweekly,0,16,65114.94,70264.19,2060.66,2044.72,29117.87,393.31,1,0,1,mobile,Safari,Android,d5050_612,47.686792376309405,-52.69682971374278,0.12619673911876386,False,2025-04-26,2025-05-15,bank_app_v1
5117,3460,f0247afb6ad82045,62ad8e1de5dbbdb2,2025-01-28 19:26:55,LineOfCredit,28658.27,36,0.1352,1979,M,A2P,PE,46.43251787765861,-63.17941367947056,Self-employed,Education,26,biweekly,4,71,176380.55,126366.63,4019.71,6085.33,3577.06,42.57,1,0,0,desktop,Safari,macOS,d3460_751,46.43251787765861,-63.17941367947056,0.17887814552262546,False,2025-01-25,2025-02-01,bank_app_v1
5118,8487,c9c211169e54d931,5d381445d29ced0a,2025-07-02 13:31:49,PersonalLoan,51201.22,36,0.0641,1948,M,P4S,NL,47.63335035503601,-52.63359793558008,Part-time,Hospitality,0,monthly,2,107,84651.2,96514.1,8647.92,14254.49,3570.16,328.5,0,0,2,mobile,Edge,Windows,d8487_949,47.63335035503601,-52.63359793558008,0.5752087607863798,False,2025-06-19,2025-07-08,bank_app_v1
