ID,SEX,CITY,PROVINCE,FULLNAME,AGE,IsMarried,FAMILYID,RACE,Income,IsHomeOwner,HOMEVALUE,RENTVALUE,IsEduBachelors,IsUnemployed,AME,AMB,credit_score,AccountType,account_age,avg12_tx,BankIsPrimary,avg12_tx_volume,loan_status,credit_card_status,overdraft_usage,branch_visits,digital_usage_level,customer_service,complaints_filed,satisfaction_level,MobilePhone,CardNumber,CardType,Email,BankPresenceRating,ChurnProbability,AGE_bin,RACE_gen,Income_bin,HOMEVALUE_bin,RENTVALUE_bin,_k_score
91096,M,Montreal,QC,BULHOES JOHN,36,False,,White,68969.0,True,565220.0,0.0,False,False,2925,13325.64,622.0,Credit,19,9.65,False,98.24,Mortgage,False,False,0,Low,5,1,5,367-492-6260T,4510 1529T 1468 2239,CREDIT,TBULHOESJOHN@non.live.com,0.18,0.07,26-35,White,60k-100k,500k-1M,0-500,7
26224,M,Toronto,ON,BOULTON CHAS,41,False,,Asian,99614.0,True,1280547.0,0.0,True,False,4697,38263.53,745.0,Checking,4,56.0,True,3584.64,Mortgage,False,False,0,High,5,5,1,249-451-2517T,5415 9024T 9038 7466,CREDIT,TBOULTONCHAS@rand.jumo.com,0.15,0.08,36-45,OTHER,60k-100k,1M-2M,0-500,40
42990,M,Toronto,ON,BELLISSIMO BRUNO,49,True,,Asian,89067.0,True,1161213.0,0.0,True,False,5439,52697.7,793.0,Investment,37,120.0,True,2788.1,Mortgage,False,False,0,High,3,2,4,437-478-3379T,5415 9042T 5236 7550,CREDIT,TBB79060514@non.comcast.net,0.15,0.09,46-55,OTHER,60k-100k,1M-2M,0-500,9
84180,F,Montreal,QC,VIAU YOLANDE,24,False,,White,60184.0,False,0.0,558.0,True,False,2760,9028.17,499.0,Checking,15,61.0,True,1472.33,,False,False,0,High,5,1,3,873-483-1651T,4519 9246T 2037 5145,DEBIT,TVIAU_YOLANDE10@rand.zoho.com,0.18,0.07,18-25,White,60k-100k,0-200k,500-1k,9
24690,M,Toronto,ON,RICHARDS BOB,40,True,,White,115617.0,True,1154979.0,0.0,True,False,9635,25218.07,740.0,Checking,29,66.0,True,7578.85,Mortgage,True,False,0,High,4,5,1,416-169-1819T,5415 9017T 6621 4176,CREDIT,TRICHARDSBOB@synth.netZero.com,0.15,0.09,36-45,White,100k-200k,1M-2M,0-500,16
34879,M,Toronto,ON,CHEUNG FELIX,34,False,,White,111710.0,True,1359768.0,0.0,True,False,7804,23830.67,718.0,Credit,8,12.44,False,41.0,Mortgage,False,False,1,Low,6,0,5,807-989-5345T,5415 9067T 8403 0987,CREDIT,TCF6910585270@fake.outlook.com,0.15,0.09,26-35,White,100k-200k,1M-2M,0-500,16
53224,M,Toronto,ON,KINOSHITA GENE,36,False,,Asian,110643.0,True,1132580.0,0.0,True,False,9220,22216.45,711.0,Credit; Checking; Investment,4,120.0,True,5864.64,Mortgage,True,False,0,High,4,1,6,249-442-8168T,4512 2349T 6457 3104,CREDIT,TKIGEenviousPudding51967@rand.neo.com,0.15,0.13,26-35,OTHER,100k-200k,1M-2M,0-500,21
9634,M,Toronto,ON,BISIGNANO EMILIO,43,True,,Latino,100793.0,True,1185852.0,0.0,True,False,8399,15366.89,744.0,Investment; Joint; Checking; Credit,17,57.0,True,4440.63,Mortgage,True,False,0,High,4,2,4,226-440-4490T,5415 9013T 7815 5307,CREDIT,TBE63630705@synth.jumo.com,0.15,0.11,36-45,OTHER,100k-200k,1M-2M,0-500,22
38664,F,Toronto,ON,ROLFE ANNE,27,False,,Latino,78028.0,True,1072925.0,0.0,True,False,3093,45694.65,733.0,Credit,14,8.73,False,17.03,,True,False,0,Low,4,0,5,343-897-1682T,4512 2323T 3369 7957,CREDIT,TROLFE_ANNE85@rand.live.com,0.15,0.15,26-35,OTHER,60k-100k,1M-2M,0-500,63
1304,F,Toronto,ON,DIGNARD REJEAN,41,True,,Asian,89583.0,True,1279740.0,0.0,True,False,4508,14083.47,712.0,Checking; Credit; Investment; Joint,23,44.0,True,3039.48,Mortgage,True,False,0,High,3,1,5,753-805-7215T,5415 9079T 8159 3614,CREDIT,TDR0618665@fake.att.net,0.15,0.06,36-45,OTHER,60k-100k,1M-2M,0-500,36
60222,M,Toronto,ON,ROBINSON TIM,34,True,,White,117512.0,True,1271756.0,0.0,True,False,9793,14900.51,760.0,Joint,16,14.0,False,15.0,Mortgage,True,False,0,Low,6,0,6,289-401-6621T,4510 1532T 7695 3698,CREDIT,TRT40492@synth.outlook.com,0.15,0.17,26-35,White,100k-200k,1M-2M,0-500,6
126613,F,Calgary,AB,POLLOCK SHARLENE,32,False,,White,98066.0,True,562967.0,0.0,True,False,4204,7863.25,666.0,Checking,22,8.71,False,13.33,Mortgage,False,False,11,Low,6,3,2,780-394-8140T,4514 0132T 1308 4421,CREDIT,TalertCaribou8POSH@fake.yahoo.com,0.14,0.62,26-35,White,60k-100k,500k-1M,0-500,6
218687,F,Oshawa,ON,THOMPSON DEBRA,39,False,,White,77566.0,True,777542.0,0.0,True,False,4975,31229.73,710.0,Investment; Checking,19,14.72,False,32.8,Personal Loan,True,True,12,Medium,2,0,7,437-731-9354T,4512 2337T 7641 6084,CREDIT,TTD56504047@synth.cogeco.ca,0.14,0.28,36-45,White,60k-100k,500k-1M,0-500,5
98502,F,Montreal,QC,MARTEL NATHALIE,23,False,,White,48035.0,False,0.0,720.0,True,False,2121,2014.56,447.0,Savings,14,40.0,True,1409.93,,False,False,10,High,4,3,5,263-274-5763T,4510 1393T 7420 3863,CREDIT,TMARTEL_NATHALIE45@fake.hotmail.com,0.18,0.13,18-25,White,30k-60k,0-200k,500-1k,7
164231,M,Quebec City,QC,ROUGEAU JACQUES,37,True,ncbDXi6M,White,98309.56,True,352856.0,0.0,True,False,6455,31213.45,702.0,Credit,25,17.42,False,28.67,Mortgage,True,False,0,Low,6,3,2,514-299-3437T,4510 1566T 8939 0298,CREDIT,TRJ3660616852@synth.outlook.com,0.16,0.43,36-45,White,60k-100k,200k-500k,0-500,8
143136,M,Ottawa,ON,STJOHN TOYOTA,29,True,QnnLBcXX,White,67275.86,True,745114.0,0.0,True,False,4199,17310.26,673.0,Checking,3,6.2,False,214.68,Mortgage,False,False,0,High,1,3,3,807-504-7613T,4514 0173T 4386 5254,CREDIT,TSTJOHN_TOYOTA69@fake.hotmail.com,0.14,0.47,26-35,White,60k-100k,500k-1M,0-500,5
42934,M,Toronto,ON,SHOCK ROBERT,43,False,,White,92767.0,True,1243902.0,0.0,False,False,4711,26440.33,692.0,Checking,18,43.0,True,3420.64,Mortgage,False,True,12,High,4,2,5,753-469-7949T,4510 1388T 6397 8979,CREDIT,TSR6395@synth.iCloud.com,0.15,0.1,36-45,White,60k-100k,1M-2M,0-500,7
53944,F,Toronto,ON,HEAPS PATRICIA,45,False,,White,84422.0,True,1170942.0,0.0,True,False,4436,60577.18,754.0,Checking,23,102.0,True,2406.54,Mortgage,False,False,0,High,4,1,5,343-525-3717T,4512 2391T 8777 5415,CREDIT,THP289363923@non.hotmail.com,0.15,0.13,36-45,White,60k-100k,1M-2M,0-500,42
71060,M,Toronto,ON,SHELDON ERNEST,38,False,,Asian,85902.0,True,1123484.0,0.0,True,False,4575,12398.0,678.0,Checking,21,16.82,False,32.64,,True,True,4,Medium,2,0,5,742-280-8011T,4510 1366T 8536 6809,CREDIT,TSE24559@rand.netZero.com,0.15,0.12,36-45,OTHER,60k-100k,1M-2M,0-500,40
69918,M,Toronto,ON,HAUGHTON TUOMI,37,True,ecIKcVxC,Asian,75504.34,True,1009954.0,0.0,True,False,3714,31160.25,714.0,Checking; Credit,25,17.65,False,51.19,Mortgage,False,False,11,High,4,2,6,365-926-3349T,4510 1628T 7815 3852,DEBIT,THT5016@non.comcast.net,0.15,0.05,36-45,OTHER,60k-100k,1M-2M,0-500,26
8008,M,Toronto,ON,CAMPBELL JOHN,34,True,,Black,71519.0,True,917473.0,0.0,True,False,3263,35630.67,726.0,Joint; Credit; Investment; Checking,4,13.65,False,21.07,Personal Loan,True,False,1,Low,4,0,4,742-941-7427T,4510 1323T 6638 9885,CREDIT,TCAMPBELLJOHN@fake.live.com,0.15,0.04,26-35,OTHER,60k-100k,500k-1M,0-500,8
168375,F,Hamilton,ON,RICCI NICOLA,37,False,,White,71700.0,True,885277.0,0.0,True,False,4151,42826.21,739.0,Credit,26,17.39,False,68.54,Mortgage,True,True,5,Medium,2,1,5,519-169-2172T,5415 9088T 3310 0748,CREDIT,TfondOryx8RINI@test.outlook.com,0.15,0.12,36-45,White,60k-100k,500k-1M,0-500,8
4630,M,Toronto,ON,MCROBERTS FRED,31,False,,Asian,80017.0,True,1257363.0,0.0,True,False,3804,40144.99,693.0,Checking,10,7.03,False,37.71,,True,False,7,Low,5,0,5,416-133-6708T,4510 1319T 3851 8197,CREDIT,TMF3860@synth.bla.com,0.15,0.16,26-35,OTHER,60k-100k,1M-2M,0-500,39
22830,F,Toronto,ON,DEBOER JOCELYN,49,False,,Asian,83674.0,True,1333351.0,0.0,True,False,4965,61464.77,758.0,Checking,30,95.0,True,2781.71,,False,True,0,High,3,0,7,742-327-8439T,4514 0165T 5751 1217,CREDIT,TpeskyLlama2DEJO@rand.gmail.com,0.15,0.08,46-55,OTHER,60k-100k,1M-2M,0-500,23
65638,M,Toronto,ON,HARDT WILLIAM,20,False,,Asian,6528.0,False,0.0,845.0,False,False,1098,3373.41,423.0,Checking,4,8.44,False,16.18,,False,False,8,Medium,2,1,4,289-266-7837T,4519 9256T 9085 9073,DEBIT,THARDT_WILLIAM4@fake.zoho.com,0.15,0.07,18-25,OTHER,0-30k,0-200k,500-1k,11
23572,F,Toronto,ON,SUSI EMMA,35,False,,Asian,91432.0,True,986160.0,0.0,False,False,3080,9530.0,682.0,Checking; Credit,18,10.15,False,29.34,Mortgage,True,False,0,Medium,2,0,5,249-858-1455T,4510 1343T 5786 4065,CREDIT,TSE8048414377@fake.icloud.com,0.15,0.04,26-35,OTHER,60k-100k,500k-1M,0-500,6
38568,F,Toronto,ON,MICK SHELLEY,47,False,,Others,94533.0,True,1187746.0,0.0,True,False,6129,26031.94,732.0,Investment,21,98.0,True,4603.21,Mortgage,False,False,3,High,4,4,4,249-419-5403T,4510 1533T 0417 6344,CREDIT,TMS748309420@fake.mail.com,0.15,0.1,46-55,OTHER,60k-100k,1M-2M,0-500,23
23452,M,Toronto,ON,ROONEY PAUL,37,False,,White,83981.0,True,1228553.0,0.0,False,False,5469,7711.05,673.0,Investment,24,109.0,True,3117.27,Mortgage,False,False,11,High,4,6,1,365-690-1048T,4514 0161T 7651 1039,CREDIT,TROONEYPAUL@test.zoho.com,0.15,0.35,36-45,White,60k-100k,1M-2M,0-500,7
17095,F,Toronto,ON,EVANS MARIE,39,False,,Others,102829.0,True,1231204.0,0.0,True,False,8478,18900.73,741.0,Checking,2,17.03,False,19.6,Mortgage,True,False,0,Medium,2,0,6,226-108-3573T,4510 1545T 7544 8897,CREDIT,TEM3555932770@fake.bla.com,0.15,0.06,36-45,OTHER,100k-200k,1M-2M,0-500,14
94426,F,Montreal,QC,CASSISTA GINETTE,43,False,,White,80254.0,True,681028.0,0.0,False,False,4014,10005.43,653.0,Investment; Checking,31,15.78,False,90.04,Mortgage,True,False,0,Low,6,1,5,418-883-7508T,5415 9025T 1153 8878,CREDIT,TCG44655@synth.outlook.com,0.18,0.24,36-45,White,60k-100k,500k-1M,0-500,6
72007,M,Toronto,ON,ROBBINS ROBERT,28,False,,Asian,86867.0,True,1186635.0,0.0,True,True,4013,19492.39,850.0,Investment,15,11.19,False,12.1,Mortgage,False,False,0,Low,4,0,5,437-130-7461T,4510 1513T 0606 0385,CREDIT,TROBBINS_ROBERT5@test.jumo.com,0.15,0.06,26-35,OTHER,60k-100k,1M-2M,0-500,5
60077,M,Toronto,ON,AUSTIN MCDONALD,34,False,,White,81190.0,True,724054.0,0.0,True,False,3807,37055.65,676.0,Credit,4,82.0,True,2545.43,Mortgage,True,False,2,High,4,6,1,548-436-8423T,4510 1384T 6175 9079,CREDIT,TAM940037929@non.zoho.com,0.15,0.24,26-35,White,60k-100k,500k-1M,0-500,19
160295,F,Winnipeg,MB,BARTEL EVELYN,39,False,,Native,96618.0,True,459048.0,0.0,True,False,4073,28326.84,703.0,Credit,27,13.94,False,66.62,Mortgage,False,False,0,Medium,2,1,4,431-445-9749T,4519 9234T 5809 0669,DEBIT,TBE669605@non.comcast.net,0.18,0.04,36-45,OTHER,60k-100k,200k-500k,0-500,6
146369,M,Ottawa,ON,LISA HUGHES,27,False,,White,103700.0,True,765996.0,0.0,True,False,3542,35455.4,740.0,Checking; Investment; Credit,16,46.0,True,2264.66,Mortgage,True,False,0,Medium,6,0,4,753-855-4463T,4514 0153T 4802 3563,CREDIT,TLISA_HUGHES56@non.live.com,0.14,0.26,26-35,White,100k-200k,500k-1M,0-500,7
157748,F,Winnipeg,MB,MILLER DIANE,36,False,,Native,76749.0,True,401693.0,0.0,True,False,4041,29016.79,673.0,Credit,16,19.37,False,29.99,Mortgage,True,False,5,Low,6,1,4,431-738-3833T,4519 9210T 3500 1085,DEBIT,TgoofyVenison7MIDI@non.cogeco.ca,0.18,0.28,26-35,OTHER,60k-100k,200k-500k,0-500,6
36375,M,Toronto,ON,SZETO STEPHEN,45,False,,Asian,105150.0,True,1228174.0,0.0,False,False,8762,19721.58,682.0,Investment,14,98.0,True,5774.47,Mortgage,True,True,4,High,5,5,2,343-814-8700T,4510 1543T 3032 4979,CREDIT,TSS5457409144@non.mail.com,0.15,0.46,36-45,OTHER,100k-200k,1M-2M,0-500,7
60562,F,Toronto,ON,PEETERS DARLENE,47,False,,Asian,85795.0,True,1179253.0,0.0,False,False,5396,29670.96,723.0,Investment,10,113.0,True,3169.6,Mortgage,True,True,0,High,4,2,5,683-584-2007T,4519 9291T 0383 4485,DEBIT,TPD66225046@fake.att.net,0.15,0.1,46-55,OTHER,60k-100k,1M-2M,0-500,5
94516,F,Montreal,QC,BLANCHET HELEN,29,False,,White,66129.0,True,519181.0,0.0,True,False,2724,13723.48,668.0,Checking,3,89.0,True,1665.29,Mortgage,True,False,0,High,4,1,6,873-918-8176T,4510 1332T 0941 8450,CREDIT,TBH6134@non.aol.com,0.18,0.16,26-35,White,60k-100k,500k-1M,0-500,28
104324,F,Vancouver,BC,TAYLOR SARAH,32,False,,Asian,84131.0,True,1369785.0,0.0,True,False,3471,37551.4,731.0,Credit,4,9.47,False,19.45,,True,False,0,Low,6,3,2,778-256-2571T,4519 9284T 1759 8389,DEBIT,TTS086672@fake.live.com,0.13,0.48,26-35,OTHER,60k-100k,1M-2M,0-500,16
62861,M,Toronto,ON,MEISSNER FRANK,38,False,,Black,74116.0,True,1100566.0,0.0,True,False,3992,66161.31,728.0,Investment; Credit,20,17.83,False,18.26,Mortgage,True,False,0,Medium,2,1,5,753-833-4043T,4510 1687T 2588 4171,DEBIT,TMF6547497@non.iCloud.com,0.15,0.08,36-45,OTHER,60k-100k,1M-2M,0-500,40
145692,M,Ottawa,ON,TUTKA JERZY,34,True,,White,101206.0,True,835872.0,0.0,True,False,8434,17375.9,753.0,Credit,16,10.88,False,51.5,Mortgage,True,False,0,Low,5,0,5,548-299-5736T,4519 9252T 3051 5119,DEBIT,TTJ8588@rand.yahoo.com,0.14,0.07,26-35,White,100k-200k,500k-1M,0-500,7
6022,M,Toronto,ON,BLANCHETTE ARMAND,38,True,WVAdSxic,Asian,96940.0,True,1081603.0,0.0,True,False,4497,18694.54,721.0,Joint,9,11.87,False,12.11,Mortgage,False,True,0,Low,4,1,5,753-700-3382T,4512 2340T 8760 9829,CREDIT,TBA6742071@rand.yahoo.com,0.15,0.09,36-45,OTHER,60k-100k,1M-2M,0-500,26
76018,F,Montreal,QC,PELLETIER JULIE,44,True,,White,69191.0,True,565248.0,0.0,True,False,5112,41751.21,704.0,Checking,6,14.13,False,36.11,Mortgage,True,True,0,Low,4,0,7,873-586-8809T,4512 2362T 8526 7924,CREDIT,TPJ5897@test.yahoo.com,0.18,0.12,36-45,White,60k-100k,500k-1M,0-500,9
64617,M,Toronto,ON,STEEN DOUGLAS,46,True,,White,84349.0,True,1332400.0,0.0,False,False,4528,41011.02,730.0,Investment,34,110.0,True,3401.36,,True,False,8,High,3,4,1,647-854-7268T,4510 1517T 4635 6028,CREDIT,TSD2938@fake.cogeco.ca,0.15,0.25,36-45,White,60k-100k,1M-2M,0-500,8
127342,F,Calgary,AB,LENFESTY ROSANNA,39,True,,White,103352.0,True,583020.0,0.0,True,False,8613,21128.77,723.0,Credit,23,15.85,False,58.6,Mortgage,True,True,0,Medium,2,0,6,403-197-2971T,4512 2344T 3558 3748,CREDIT,TLR3663@rand.netZero.com,0.14,0.11,36-45,White,100k-200k,500k-1M,0-500,7
18041,F,Toronto,ON,LEMAY REJEAN,36,False,,Asian,62464.0,False,0.0,1818.0,True,False,4015,31386.08,595.0,Checking,4,10.48,False,2.0,,True,True,4,Low,5,0,8,226-279-2248T,4510 1622T 7633 2207,DEBIT,TLR52595@fake.zoho.com,0.15,0.08,26-35,OTHER,60k-100k,0-200k,1k-2k,7
178172,F,Mississauga,ON,DOYLE MECHEFSKE,30,True,rpU5A0fb,Asian,61894.29,True,1088825.0,0.0,True,False,3661,4192.2,715.0,Checking,4,53.0,True,2821.25,,False,True,0,High,5,1,5,683-526-3223T,4510 1537T 1103 7489,CREDIT,TDM66615@synth.cogeco.ca,0.17,0.07,26-35,OTHER,60k-100k,1M-2M,0-500,8
89469,F,Montreal,QC,ARCAND FABIOLA,24,False,,White,55785.0,False,0.0,609.0,True,False,2192,7480.81,469.0,Checking,11,13.03,False,203.81,,False,False,7,Medium,2,0,6,514-205-7422T,5415 9015T 0415 6507,CREDIT,TARCAND_FABIOLA92@synth.cogeco.ca,0.18,0.09,18-25,White,30k-60k,0-200k,500-1k,7
28455,M,Toronto,ON,RATHOD RICHARD,33,False,,White,91594.0,True,1033108.0,0.0,True,False,3424,21762.07,732.0,Credit; Investment; Checking,17,9.03,False,54.2,Mortgage,False,False,0,Low,6,1,5,548-778-1397T,4510 1618T 2676 0024,DEBIT,TRATHODRICHARD@synth.gmail.com,0.15,0.14,26-35,White,60k-100k,1M-2M,0-500,23
105746,F,Vancouver,BC,RASUMUSSEN FREYA,45,True,,White,81370.0,True,1052100.0,0.0,True,False,3999,38764.0,723.0,Joint,10,16.54,False,25.04,Mortgage,False,False,0,Low,6,2,4,778-668-8454T,4510 1313T 7306 8331,CREDIT,TpeacefulShads5RAFR@synth.zoho.com,0.13,0.1,36-45,White,60k-100k,1M-2M,0-500,9
141763,F,Edmonton,AB,PRESTON TARA,40,False,,Asian,97319.0,True,475638.0,0.0,True,False,5230,28598.8,711.0,Investment; Checking,4,10.37,False,15.62,Personal Loan,True,False,11,Medium,2,0,5,587-792-3865T,4510 1513T 4836 7672,CREDIT,TeuphoricBurritos1PRTA@test.mail.com,0.16,0.08,36-45,OTHER,60k-100k,200k-500k,0-500,5
90140,M,Montreal,QC,ANDREW CHAN,45,False,,White,88560.0,True,648323.0,0.0,True,False,3818,99849.07,719.0,Checking; Credit,26,20.37,False,34.57,,False,False,5,Medium,2,1,3,418-294-4628T,5415 9016T 0068 3244,CREDIT,TAC296076199@synth.neo.com,0.18,0.08,36-45,White,60k-100k,500k-1M,0-500,28
84551,M,Montreal,QC,CHOINIERE MAURICE,37,False,,White,64706.0,True,609786.0,0.0,True,False,4035,9229.92,646.0,Checking; Credit,4,56.0,True,2033.71,,False,False,3,High,3,3,1,579-764-2444T,4510 1394T 0552 0545,CREDIT,TCHOINIEREMAURICE@non.zoho.com,0.18,0.14,36-45,White,60k-100k,500k-1M,0-500,28
90724,M,Montreal,QC,ST-LOUIS PIERRE,44,False,,White,82522.0,True,721557.0,0.0,False,False,4575,39084.55,684.0,Credit,4,34.0,True,2630.1,Mortgage,False,False,6,Medium,5,0,6,438-835-8291T,4510 1683T 0884 5381,DEBIT,TST-LOUISPIERRE@fake.neo.com,0.18,0.1,36-45,White,60k-100k,500k-1M,0-500,11
103654,F,Vancouver,BC,RUMBLE DAWNA,46,False,,Asian,74790.0,True,1305567.0,0.0,False,False,4156,62338.63,734.0,Credit,17,71.0,True,2482.57,Mortgage,True,True,11,High,4,2,5,778-111-9418T,4510 1556T 0742 8621,CREDIT,TRD6660979252@rand.iCloud.com,0.13,0.2,36-45,OTHER,60k-100k,1M-2M,0-500,8
119174,M,Vancouver,BC,CHAN GEORGE,32,False,,Asian,98308.0,True,1399657.0,0.0,True,False,4557,11689.36,689.0,Investment,4,0.96,False,10.33,Mortgage,True,False,0,Low,5,0,5,672-700-6231T,4514 0167T 2054 6979,CREDIT,TCG2830677037@rand.jumo.com,0.13,0.33,26-35,OTHER,60k-100k,1M-2M,0-500,21
30420,F,Toronto,ON,RIQUELME MONICA,30,False,,White,80267.0,True,1125415.0,0.0,True,False,2831,11652.47,699.0,Credit; Checking; Investment,10,9.18,False,59.54,Mortgage,True,False,12,Low,5,1,6,742-895-6431T,4519 9253T 0381 3240,DEBIT,TRM9052@test.icloud.com,0.15,0.12,26-35,White,60k-100k,1M-2M,0-500,37
145236,F,Ottawa,ON,HOFFELE DOREEN,31,True,nLSheqmy,White,99636.0,True,761800.0,0.0,True,False,5361,8053.19,727.0,Joint,4,37.0,True,2940.94,Auto Loan,True,False,11,High,3,3,2,365-798-8305T,4519 9286T 4304 9469,DEBIT,TaffectedHare2HODO@synth.cogeco.ca,0.14,0.24,26-35,White,60k-100k,500k-1M,0-500,7
79682,F,Montreal,QC,DAVIDSON MICHELLE,46,False,,White,76425.0,True,600528.0,0.0,True,False,3829,88399.37,738.0,Investment,18,37.0,True,2785.29,,False,False,5,High,4,1,4,581-558-7527T,5415 9015T 1487 4847,CREDIT,TimportedSyrup9DAMI@test.comcast.net,0.18,0.06,36-45,White,60k-100k,500k-1M,0-500,21
111633,M,Vancouver,BC,KENDRICK CLAYTON,43,True,HOZkyO4V,Asian,88762.0,True,1418705.0,0.0,True,False,5441,46276.08,752.0,Checking; Credit; Investment; Joint,27,60.0,True,3443.05,Mortgage,True,False,0,High,4,0,4,250-982-6578T,4510 1667T 3081 4655,DEBIT,TKC39761171@fake.icloud.com,0.13,0.12,36-45,OTHER,60k-100k,1M-2M,0-500,7
171356,F,Hamilton,ON,RAUTH HELGA,36,False,,White,80764.0,True,818473.0,0.0,True,False,4429,38448.02,738.0,Investment; Checking,12,11.43,False,14.54,Mortgage,True,False,0,Medium,2,0,7,807-923-6093T,4512 2371T 1853 9861,CREDIT,TRH4438244297@rand.jumo.com,0.15,0.13,26-35,White,60k-100k,500k-1M,0-500,6
69208,M,Toronto,ON,CZINEGE JOE,27,False,,Asian,87309.0,True,985402.0,0.0,True,False,2972,41273.97,732.0,Credit,9,32.47,False,20.97,Mortgage,True,False,4,Medium,2,0,4,705-133-9211T,4514 0179T 9976 0826,CREDIT,TCJ9009409@fake.hotmail.com,0.15,0.07,26-35,OTHER,60k-100k,500k-1M,0-500,19
217449,M,Markham,ON,HARRISON ELLIOTT,36,True,1fkmTFoz,Others,98879.0,True,1245522.0,0.0,True,False,4598,27629.72,765.0,Checking; Joint,11,97.0,True,2994.21,Mortgage,True,False,10,High,5,3,3,548-567-4661T,4519 9292T 2488 0112,DEBIT,THARRISONELLIOTT@fake.jumo.com,0.12,0.29,26-35,OTHER,60k-100k,1M-2M,0-500,5
6272,M,Toronto,ON,LESAUX RON,36,True,,Asian,125212.0,True,1033341.0,0.0,False,False,10434,23599.26,735.0,Checking,21,18.56,False,29.89,Mortgage,True,False,0,Medium,2,0,5,548-357-4382T,4510 1366T 2758 1951,CREDIT,TLESAUXRON@fake.iCloud.com,0.15,0.11,26-35,OTHER,100k-200k,1M-2M,0-500,6
34501,F,Toronto,ON,RITCHIE MILDRED,43,True,NNvmSqeE,Asian,76455.0,True,1325117.0,0.0,True,False,4179,49379.86,741.0,Joint,4,110.0,True,2929.97,Mortgage,True,False,0,High,5,0,7,613-797-1058T,4514 0160T 9572 4762,CREDIT,TtroubledViper5RIMI@test.icloud.com,0.15,0.12,36-45,OTHER,60k-100k,1M-2M,0-500,36
46638,F,Toronto,ON,PETER GUTIERREZ,26,False,,White,75442.0,True,606242.0,0.0,True,False,3792,49439.08,720.0,Checking; Credit,10,7.67,False,27.9,Mortgage,True,False,0,Low,5,1,4,705-171-4022T,5415 9066T 0208 4255,CREDIT,TPETERF63@synth.iCloud.com,0.15,0.04,18-25,White,60k-100k,500k-1M,0-500,6
42115,M,Toronto,ON,ALVAR JOAO,38,False,,White,77202.0,True,1015306.0,0.0,True,False,3411,58816.85,732.0,Investment,13,10.2,False,59.2,Mortgage,True,False,7,Medium,2,5,1,249-387-9853T,4519 9270T 6308 4615,DEBIT,TAJ5203477@synth.cogeco.ca,0.15,0.36,36-45,White,60k-100k,1M-2M,0-500,31
95159,M,Montreal,QC,MALENFANT GUY,42,False,,White,78601.0,True,687528.0,0.0,True,False,4307,13169.3,655.0,Checking,14,45.0,True,2398.89,Personal Loan,True,False,3,Medium,7,4,1,354-770-8126T,5415 9045T 6756 3496,CREDIT,TMALENFANTGUY@rand.netZero.com,0.18,0.46,36-45,White,60k-100k,500k-1M,0-500,28
104607,F,Vancouver,BC,SCHNEIDER CYNTHIA,39,True,,Asian,91498.0,True,1308127.0,0.0,True,False,4190,42704.77,729.0,Joint; Investment; Credit; Checking,21,91.0,True,3045.74,Personal Loan,True,False,0,High,4,1,7,604-743-6553T,4514 0167T 3452 3196,CREDIT,TSC377896100@non.hotmail.com,0.13,0.09,36-45,OTHER,60k-100k,1M-2M,0-500,12
65673,M,Toronto,ON,FINLEON JAMES,38,True,,Asian,119206.0,True,1110588.0,0.0,True,False,9934,20834.53,776.0,Investment,4,15.38,False,102.99,Mortgage,False,False,1,Medium,2,6,1,437-616-3160T,5415 9084T 5092 0952,CREDIT,TFINLEONJAMES@fake.gmail.com,0.15,0.06,36-45,OTHER,100k-200k,1M-2M,0-500,22
561,F,Toronto,ON,AINSWORTH ANNE,20,False,,Black,18968.0,False,0.0,887.0,False,True,1123,6098.39,557.0,Savings,8,8.79,False,13.64,,False,False,9,Low,6,1,5,705-261-1724T,4514 0142T 2733 9168,CREDIT,TAINSWORTHF35@synth.cogeco.ca,0.15,0.4,18-25,OTHER,0-30k,0-200k,500-1k,6
1941,M,Toronto,ON,KING BRIAN,30,False,,Others,124567.0,True,1231612.0,0.0,True,False,3898,12994.78,749.0,Investment,17,11.5,False,10.52,Mortgage,True,False,8,Medium,2,1,3,613-246-8299T,4510 1577T 6561 8412,CREDIT,TKB56232231@fake.outlook.com,0.15,0.09,26-35,OTHER,100k-200k,1M-2M,0-500,21
22990,M,Toronto,ON,DELORME DONALD,23,False,,White,70326.0,False,0.0,1130.0,True,False,2039,8536.59,493.0,Investment; Checking,9,53.0,True,1315.31,Student Loan,False,False,1,High,4,0,3,226-988-9890T,4512 2396T 4250 3872,CREDIT,TDELORME_DONALD56@rand.iCloud.com,0.15,0.08,18-25,White,60k-100k,0-200k,1k-2k,10
82999,F,Montreal,QC,HOLLY KIDD,27,False,,Others,69778.0,True,519979.0,0.0,True,False,2994,21699.63,672.0,Checking; Credit,6,3.95,False,14.89,,True,False,0,Low,5,0,8,263-303-4254T,4514 0196T 0266 1743,CREDIT,THOLLY_KIDD92@rand.mail.com,0.18,0.04,26-35,OTHER,60k-100k,500k-1M,0-500,21
175604,M,Hamilton,ON,ARTS WM,28,False,,White,87360.0,True,672323.0,0.0,True,False,3004,45933.24,724.0,Investment,4,8.56,False,34.42,Personal Loan,True,False,5,Low,4,1,5,742-950-9296T,4512 2334T 0660 1868,CREDIT,TARTSjumpyCockatoo393@rand.netZero.com,0.15,0.09,26-35,White,60k-100k,500k-1M,0-500,9
